datetime,needle_min,needle_min_median,needle_min.sd,needle_min.n,needle_max,needle_max_median,needle_max.sd,needle_max.n,ig,ig.sd,ac,ac.sd
20190808-125959,35.71292733600517,35.70932764884978,0.37799793826370454,58,36.606819228720944,36.53848298010536,0.5649798725918829,107,34.522810540330454,0.14430692863844824,38.70071367652605,0.043194859185482
20190808-130500,35.47080503626807,35.40576781422294,0.35038633038290234,126,36.65368409697921,36.542819407259174,0.550654461349555,187,34.50296891527225,0.15219500212198342,39.13463365541901,0.038735066625137815
20190808-131000,36.23569233306035,36.125821796184425,0.5474454812889433,54,37.099307805439956,36.888554912298176,0.5962306229581681,92,34.56468764898938,0.13170840393868488,38.33796021961422,0.03206690642743033
20190808-132000,35.56302706250968,35.502020751048775,0.4889664074305091,93,36.715177238948506,36.698828941212696,0.42971941960599247,165,34.63958945387935,0.1446304228348096,38.606925557942134,0.03411516832211515
